id,created_at,text
1365239627624321025,2021-02-26 09:57:46,"COVID-19 was unexpected, with no pre-set formula to fight it.

In such times, India's people powered approach was v… https://t.co/nSeOfjnHpq"
1365196710759124992,2021-02-26 07:07:14,Speaking on aspects relating to financial services in this year’s Budget. https://t.co/dn9lViBcnq
1365173988658352129,2021-02-26 05:36:57,Addressing the convocation of Dr. MGR Medical University. https://t.co/QO7g9YtKDw
1364979785047306248,2021-02-25 16:45:15,Upgrading infrastructure at the VOC Port and giving a boost to port-led development. https://t.co/2vXVSvvxyq
1364979485917896705,2021-02-25 16:44:04,Powering and empowering Tamil Nadu. https://t.co/FoNeyGgg9A
1364979378828939266,2021-02-25 16:43:38,Scaling up urban infrastructure to boost ‘Ease of Living.’ https://t.co/V0Ao65dcZZ
1364979173031174147,2021-02-25 16:42:49,"Ensuring ‘Housing for All.’

Today’s housing projects will benefit the people of Tamil Nadu. https://t.co/ONXojF5baO"
1364978998925684737,2021-02-25 16:42:08,The hardworking farmers of Tamil Nadu will gain from the modernisation of the Bhavanisagar Dam. https://t.co/xFYqkQVSTg
1364971721334390791,2021-02-25 16:13:12,"India is seeing two distinct styles of politics:

The Opposition’s mis-governance with corruption.

NDA’s governanc… https://t.co/9JJlgOJGnx"
1364971603717685252,2021-02-25 16:12:44,"In Coimbatore, highlighted the steps taken by the NDA Government for the MSME sector. https://t.co/R0k1KjqFDf"
1364971459798577152,2021-02-25 16:12:10,"We want Puducherry to be the BEST. 

Business hub. 

Education hub. 

Spiritual hub. 

Tourism hub. https://t.co/2kurjoLKoQ"
1364971359403704324,2021-02-25 16:11:46,Puducherry is happy for two reasons. Find out which are the two reasons. https://t.co/7wvqiptI4c
1364908133349396482,2021-02-25 12:00:32,Coimbatore is a city of enterprise and energy. Speaking at a massive rally. Watch. https://t.co/pp0ukyF5ng
1364904020360400896,2021-02-25 11:44:11,"Thank you Tamil Nadu for such a warm welcome!

On the way to the BJP rally in Coimbatore. Do watch. https://t.co/JNR8YMR87v"
1364902680141783041,2021-02-25 11:38:52,Anguished by the demise of Sri Vishnu Narayanan Namboothiri. His pioneering contribution to the world of culture an… https://t.co/HEOCBtvqNt
1364895807254654976,2021-02-25 11:11:33,"Inauguration of projects at Coimbatore, Tamil Nadu. https://t.co/du08z4F3Zq"
1364832282301763590,2021-02-25 06:59:08,Addressing a rally in Puducherry. Watch. https://t.co/x1JQGmww9i
1364821354772455428,2021-02-25 06:15:42,Furthering ‘Ease of Living’ for the people of Puducherry. https://t.co/SoKCmRNiN5
1364801138067976192,2021-02-25 04:55:22,Tributes to Sri Mannathu Padmanabhan Ji on his Punya Tithi. We recall his long lasting contributions towards social… https://t.co/84uxvClbiT
1364762148367400962,2021-02-25 02:20:26,Leaving for Puducherry and Tamil Nadu to inaugurate development works that will further ‘Ease of Living’ and econom… https://t.co/2O83TxVabH
1364611566985879556,2021-02-24 16:22:05,"Chaired the 36th PRAGATI meeting, during which 8 important projects worth Rs. 44,545 crore spread across 12 states… https://t.co/jFcBSKFKGa"
1364601939678257155,2021-02-24 15:43:50,தேச வளர்ச்சிக்கு தமிழ் நாட்டின் பங்களிப்பு குறித்து இந்தியா பெருமை கொள்கிறது.   தமிழர்களின் துடிப்பான பண்பாடு உலக அ… https://t.co/3yoJn4ieO6
1364601713588465666,2021-02-24 15:42:56,India is proud of Tamil Nadu’s contribution to national progress. The vibrant Tamil culture is popular globally. Ce… https://t.co/hfcieX103O
1364601491340754946,2021-02-24 15:42:03,"Three years ago, in February 2018, I had the opportunity to visit Puducherry and Auroville. 

Here are some picture… https://t.co/hCQaEOsLEg"
1364600626676555781,2021-02-24 15:38:37,"Scenic and spectacular, Puducherry is home to rich history, vibrant culture and wonderful people. 

I would be in P… https://t.co/dzblFISh4P"
1364548073649631232,2021-02-24 12:09:47,Speaking on various reforms undertaken in this year’s Budget. Watch. https://t.co/RjP4EEEtet
1364438158545330177,2021-02-24 04:53:01,Our Government had the honour of ushering a historic increase in MSP. We doing everything possible to double the in… https://t.co/96pjU7nsMg
1364437602674249728,2021-02-24 04:50:49,"Over the last 7 years, the Government of India has taken many initiatives for transforming agriculture. From better… https://t.co/I394MzRZel"
1364437599570436101,2021-02-24 04:50:48,"On this day, 2 years ago the PM-Kisan scheme was launched with an aim to ensure a life of dignity as well as prospe… https://t.co/nqUm9MILdn"
1364437109499518977,2021-02-24 04:48:51,"अन्नदाताओं के जीवन को आसान बनाने और उनकी आय दोगुनी करने का जो संकल्प देश ने लिया है, उसमें पीएम किसान निधि की महत्व… https://t.co/SOkS9YzwKV"
1364437107150741506,2021-02-24 04:48:51,पीएम किसान निधि की लॉन्चिंग को आज दो साल पूरे हो रहे हैं।अन्नदाताओं के कल्याण को समर्पित इस योजना से करोड़ों किसान… https://t.co/sf2UY1z9nn
1364422382996254723,2021-02-24 03:50:20,Remembering Jayalalithaa Ji on her birth anniversary. She is widely admired for her pro-people policies and efforts… https://t.co/gKd1R8ZLWb
1364234086059925505,2021-02-23 15:22:07,Leveraging the talent of our youth to solve global challenges. https://t.co/GDDhndngWk
1364234035275329544,2021-02-23 15:21:54,"Students passing out of University often face many dilemmas. 

The answer to them is simple: Self-Three. https://t.co/1MKIWXZZcn"
1364233906355007488,2021-02-23 15:21:24,"India’s IITs are powerhouses of innovation, who are making India proud globally. https://t.co/R86k1YV88a"
1364223555710279699,2021-02-23 14:40:16,गुजरात के कोने-कोने में मिली यह जीत बहुत ही खास है। दो दशकों से ज्यादा समय तक सत्ता में रहने वाली पार्टी के लिए इस… https://t.co/sJG3QrCt78
1364223491340345346,2021-02-23 14:40:01,"मैं @BJP4Gujarat के हर एक कार्यकर्ता के प्रयासों की सराहना करता हूं, जिन्होंने पूरे राज्य में जन-जन तक पहुंच कर उ… https://t.co/fDHGImtzje"
1364223395991146503,2021-02-23 14:39:38,"धन्यवाद गुजरात! 

राज्यभर में म्युनिसिपल चुनावों के परिणाम साफ दिखाते हैं कि लोगों ने विकास और सुशासन की राजनीति पर… https://t.co/6b1dG128ZJ"
1364223198762438670,2021-02-23 14:38:51,આજની સમગ્ર ગુજરાતમાંની જીત સવિશેષ છે. જે પક્ષ બે દાયકાથી વધુ સમયથી રાજ્યની સેવામાં પ્રવૃત્ત હોય તેના માટે આવી અસાધા… https://t.co/UUhU5zfydW
1364223122480590848,2021-02-23 14:38:33,હું @BJP4Gujarat ના દરેક કાર્યકર્તાઓના પ્રયત્નોની પ્રશંસા કરું છું કે જેમણે લોકો સુધી પહોંચી રાજ્ય માટેની આપણી પા… https://t.co/Fa0O1YoR64
1364223058261602317,2021-02-23 14:38:17,"ધન્યવાદ ગુજરાત!

રાજ્યભરની મહાનગરપાલિકાઓની ચૂંટણીઓનાં પરિણામો સ્પષ્ટપણે બતાવે છે કે લોકો વિકાસની રાજનીતિ અને સુશાસન… https://t.co/X0645AN1Ui"
1364207033088495618,2021-02-23 13:34:37,Today’s win across Gujarat is very special. For a party that is serving in a state for over two decades to record s… https://t.co/UFJCXEcR23
1364206727680249861,2021-02-23 13:33:24,"I would like to appreciate the efforts of each and every Karyakarta of @BJP4Gujarat, who reached out to people and… https://t.co/FTtJQJOws1"
1364206448876474372,2021-02-23 13:32:17,"Thank you Gujarat! 

Results of municipal elections across the state clearly show the unwavering faith people have… https://t.co/Y73IzD5MBt"
1364109220501594118,2021-02-23 07:05:56,Speaking at the Convocation of @IITKgp. Watch. https://t.co/4Uth49qcLw
1364077893635117057,2021-02-23 05:01:27,Working towards a vibrant health sector. https://t.co/DXeS2iUpvL
1363888058647539717,2021-02-22 16:27:07,Improving connectivity and convenience for West Bengal. https://t.co/HAILG2hzFM
1363887445595484166,2021-02-22 16:24:41,"West Bengal’s development will happen with Ashol Poriborton, when:

‘Syndicate Raj’ is over. 

‘Cut culture’ finish… https://t.co/CkhzuXfvPN"
1363886570898485253,2021-02-22 16:21:12,"West Bengal has the potential to be a powerhouse of industry and innovation. 

A BJP Government in the state will u… https://t.co/2MjrW5SRKl"
1363886211941634048,2021-02-22 16:19:47,"हर घर जल पहुंचाने के लिए केंद्र ने टीएमसी सरकार को 1700 करोड़ रु. से ज्यादा दिए हैं, लेकिन सिर्फ 609 करोड़ रु. ही ख… https://t.co/6sOKzZKWRj"
1363886020836515848,2021-02-22 16:19:01,"Those parties who ruled West Bengal for decades did not devote attention towards Hooghly’s development. 

BJP will… https://t.co/DzWlssrDPl"
1363812406577700866,2021-02-22 11:26:30,Inaugurating development works in Hooghly. https://t.co/jgONjU76BH
1363798772254302208,2021-02-22 10:32:20,Strong support all over West Bengal for @BJP4India. Watch from Hooghly. https://t.co/8CfYgb8ceo
1363788170706497537,2021-02-22 09:50:12,Enabling study of engineering and technical education in local languages will open many opportunities for youngster… https://t.co/ToajPYbEF0
1363788018646212609,2021-02-22 09:49:36,Basic amenities instil a spirit of self-confidence among people. This self-confidence will make India Aatmanirbhar. https://t.co/O5IxOqrOzh
1363787690857086977,2021-02-22 09:48:18,It is a matter of immense happiness for our Government that we have got the opportunity to serve people of the Nort… https://t.co/WsFFLRYLas
1363739480797028356,2021-02-22 06:36:43,Launch of various projects for Assam’s growth. #UnnataAxom https://t.co/sUkym3BHae
1363723498019975168,2021-02-22 05:33:13,Speaking at the Webinar for effective implementation of Union Budget provisions in the Defence Sector. https://t.co/2gstvbmPh5
1363679852310781952,2021-02-22 02:39:47,Leaving for Assam and West Bengal to inaugurate various projects. They will add momentum to India’s development jou… https://t.co/YRwVLNfodw
1363508792923721729,2021-02-21 15:20:03,"Earlier today, attended a meeting of @BJP4India leaders. We had extensive discussions on the good governance agenda… https://t.co/bK5cEhAarW"
1363414533704876034,2021-02-21 09:05:30,"Other projects being inaugurated include:

3rd line between Kalaikunda and Jhargram. 

Doubling of Azimganj to Khar… https://t.co/xDeFGrQtpR"
1363414460270972928,2021-02-21 09:05:13,You would be happy to know that the two newly built stations of Baranagar and Dakshineswar have many modern facilit… https://t.co/ohRi8ouVsa
1363413453940002817,2021-02-21 09:01:13,"From Hooghly, the extension of Metro Railway from Noapara to Dakshineswar will be inaugurated. This project is spec… https://t.co/lg3L2uaUHk"
1363413108404875264,2021-02-21 08:59:50,The great soil of West Bengal has nurtured extraordinary individuals who have contributed towards national progress… https://t.co/BnQiHlHXiz
1363412784340340739,2021-02-21 08:58:33,"অন্যান্য যেসব প্রকল্পের উদ্বোধন হবে  সেগুলি হলঃ-   

কলাইকুন্ডা ও ঝাড়গ্রামের মধ্যে তৃতীয় লাইন 
আজিমগঞ্জ ও খাগড়া… https://t.co/EKGfOU8N5a"
1363412704027766784,2021-02-21 08:58:14,"আপনারা জেনে খুশি হবেন, বরাহনগর  ও দক্ষিণেশ্বরের নবনির্মিত স্টেশন দুটিতে   অনেক অত্যাধুনিক সুযোগ সুবিধা রয়েছে যা ‘স… https://t.co/AtibiIlwIW"
1363412074789920770,2021-02-21 08:55:44,হুগলী থেকে  মেট্রো রেলের নোয়াপাড়া ও দক্ষিণেশ্বরের মধ্যে সম্প্রসারিত অংশটির উদ্বোধন করা হবে। এই প্রকল্পের মাধ্যমে… https://t.co/EGkIIdt4a2
1363411602494550017,2021-02-21 08:53:51,"দেশের প্রগতিতে যাঁদের বিশেষ অবদান রয়েছে, বাংলার পুণ্যভূমিতে সেই সব অসামান্য ব্যক্তিত্ব লালিত হয়েছেন। পশ্চিমবঙ্গে… https://t.co/qq2UjG2Hmk"
1363411249506172928,2021-02-21 08:52:27,The Dhemaji Engineering College would be inaugurated. The foundation stone for the Sualkuchi Engineering College wo… https://t.co/I1I6cpnvGm
1363410931666083840,2021-02-21 08:51:11,"The projects to be dedicated to the nation from Dhemaji include:

INDMAX Unit at Indian Oil’s Bongaigaon Refinery.… https://t.co/JL16lIMUdo"
1363409597881589761,2021-02-21 08:45:53,"It is always special to be in Assam. Tomorrow, 22nd February, I will once again have the opportunity to interact wi… https://t.co/SkNZ6pqF2m"
1363409393635782664,2021-02-21 08:45:05,ধেমাজি অভিযান্ত্ৰিক মহাবিদ্যালয় উদ্বোধন কৰা হ’ব।  শুৱালকুছি অভিযান্ত্ৰিক মহাবিদ্যালয়ৰো আধাৰশিলা স্থাপন কৰা হ’ব।… https://t.co/Pj4CMniw0b
1363409270906228736,2021-02-21 08:44:35,"ধেমাজিৰপৰা ৰাষ্ট্ৰলৈ উৎসৰ্গা কৰিবলগীয়া প্ৰকল্পসমূহ হৈছেঃ

ইণ্ডিয়ান অইলৰ বঙাইগাঁও শোধনাগাৰত INDMAX ইউনিট।

ডিব্ৰুগ… https://t.co/DURsBQPnTQ"
1363407765675397120,2021-02-21 08:38:36,"অসমলৈ অহাটো সদায়েই এক বিশেষ অনুভৱ। কাইলৈ, ২২ ফেব্ৰুৱাৰীত ধেমাজিৰ এক ৰাজহুৱা সভাত মই পুনৰ এবাৰ ইয়াৰ জনসাধাৰণৰ সৈতে… https://t.co/eU6FV8J5dm"
1362992335835996162,2021-02-20 05:07:50,Speaking at the Governing Council Meeting of @NITIAayog https://t.co/SexLuKgCLw
1362961159972737025,2021-02-20 03:03:57,Greetings to the wonderful people of Arunachal Pradesh on the special occasion of their Statehood Day. The people o… https://t.co/QxIw1zG4qF
1362960804912406528,2021-02-20 03:02:33,Best wishes to my sisters and brothers of Mizoram on their Statehood Day. The entire nation is proud of the great M… https://t.co/UQMoPmtZVq
1362800296804683777,2021-02-19 16:24:45,"Development is our aim. 

Development is our religion. https://t.co/xO7Goh8rc6"
1362800225853853704,2021-02-19 16:24:28,"Chhatrapati Shivaji Maharaj had a special relation with India’s coasts. 

Inspired by his ideals, India is working… https://t.co/ECSPUJHMzZ"
1362800092189773829,2021-02-19 16:23:56,Projects that will boost ‘Ease of Living’ for the people of Kerala. https://t.co/kCdn4f8yMM
1362789494903222275,2021-02-19 15:41:49,"RT @sarbanandsonwal: Sacred #Majuli lit up with celebrations in gratitude and affection. PM Shri @narendramodi ji, your gift of the long de…"
1362750799839862785,2021-02-19 13:08:04,"जिन संस्कारों और ज्ञान की संपदा को लेकर आज विश्व भारती के विद्यार्थी अपने कदम दुनिया की दहलीज पर रख रहे हैं, उन्हें… https://t.co/J4nvkhXXFv"
1362750766876741633,2021-02-19 13:07:56,महान गांधीवादी धरमपाल जी की एक पुस्तक में 1820 में थॉमस मुनरो द्वारा किए गए एक राष्ट्रीय शिक्षा सर्वे का ब्योरा है।… https://t.co/rkUCAXJWd4
1362750701676371970,2021-02-19 13:07:40,"अगर फैसले लेने का हौसला चला गया, तो मान लीजिए कि आपकी जवानी चली गई, आप युवा नहीं रहे।  

जब तक भारत के युवा में नया… https://t.co/aPPr02i3DI"
1362750652951130116,2021-02-19 13:07:29,"गुरुदेव की विश्व भारती से अपेक्षा थी कि यहां जो सीखने आएगा, वह पूरी दुनिया को भारत और भारतीयता की दृष्टि से देखेगा।… https://t.co/deAzMVYmOO"
1362727382583373832,2021-02-19 11:35:00,Inaugurating development projects in Kerala. #BetterInfra4BrightKerala https://t.co/UEHLpQdsKV
1362640646998089732,2021-02-19 05:50:21,Addressing the Visva-Bharati. Watch. https://t.co/HDxyZLMVc7
1362623373256183810,2021-02-19 04:41:43,Speaking at the India-Australia Circular Economy Hackathon Award Ceremony. https://t.co/nM1wYCQNQg
1362605793543999496,2021-02-19 03:31:51,"मां भारती के अमर सपूत छत्रपति शिवाजी महाराज को उनकी जयंती पर शत-शत नमन। उनके अदम्य साहस, अद्भुत शौर्य और असाधारण बु… https://t.co/aGrU7tnbL2"
1362411877897277454,2021-02-18 14:41:18,"Tomorrow, 19th February at 4:30 PM, a number of development works for Kerala would be inaugurated. These works cove… https://t.co/IIwog0oSGX"
1362411811836936198,2021-02-18 14:41:02,Visva-Bharati is a prized centre of learning. It is closely associated with the ideals of the great Gurudev Tagore.… https://t.co/WL99tyTFEe
1362396234951004161,2021-02-18 13:39:09,"अगर सामान्य जन की सुविधा प्राथमिकता हो और विकास का लक्ष्य अटल हो, तो नए रास्ते बन ही जाते हैं। माजुली और निमाटी के… https://t.co/RSP0VtWxdX"
1362396116466081792,2021-02-18 13:38:40,"बीते वर्षों में असम की मल्टी मॉडल कनेक्टिविटी को फिर से स्थापित करने के लिए एक के बाद एक कदम उठाए गए हैं। 

कोशिश य… https://t.co/BoWKVWQfc7"
1362396051429199878,2021-02-18 13:38:25,असम में आज ‘महाबाहु ब्रह्मपुत्र’ प्रोग्राम शुरू किया गया है। इसके जरिए ब्रह्मपुत्र के जल से इस पूरे क्षेत्र में Wat… https://t.co/hKlk8Bt3y0
1362396008110465028,2021-02-18 13:38:15,असम और नॉर्थ ईस्ट के अलग-अलग हिस्सों को जोड़ने के अभियान को आज और आगे बढ़ाया गया है। https://t.co/oEjOPtmYwj
1362394337418514436,2021-02-18 13:31:36,"RT @mansukhmandviya: ‘महान बाहु तु ही है, जीबोनधारा एक तु,
लहर लहर में मार्ग है, गती की धारा एक तु, 
ओ ब्रह्मपुत्र महाबाहु रक्तवर्णी जीबोन…"
1362357209988960257,2021-02-18 11:04:04,Spoke with my good friend PM @ScottMorrisonMP today. Reiterated our commitment to consolidating our Comprehensive S… https://t.co/f7k9blYjpO
1362334597179052041,2021-02-18 09:34:13,Working towards a healthy and COVID-19 free neighbourhood. https://t.co/tsP5e8eMp9
1362308017421651968,2021-02-18 07:48:36,Working towards #AatmanirbharAssam. Watch. https://t.co/XEBMvejwaX
1362269867445915649,2021-02-18 05:17:00,"On popular demand, ‘Pariksha Pe Charcha 2021’ will also include parents and teachers. It’ll be a fun filled discuss… https://t.co/IhOOr7jvbY"
1362269738731073537,2021-02-18 05:16:30,"As our brave #ExamWarriors start padding up for their exams, ‘Pariksha Pe Charcha 2021’ returns, this time fully on… https://t.co/RShLiuKVCJ"
1362070480140787712,2021-02-17 16:04:43,"Spoke to HM Sultan Haitham bin Tarik of Oman. We discussed our Strategic Partnership, and our close cooperation dur… https://t.co/SGXe1FdUdP"
1362061048430292998,2021-02-17 15:27:14,"Tomorrow, 18th February is a landmark day for Assam’s development journey. The Mahabahu-Brahmaputra initiative will… https://t.co/cKDV7C6m2e"
1362060967937409026,2021-02-17 15:26:55,"Deepening connectivity, improving prosperity. 

Today’s Cabinet decision pertaining to a PLI Scheme for the telecom… https://t.co/eIlZ777cFp"
1362020506271182852,2021-02-17 12:46:08,A request to all those youngsters in the start-up world. #NTLF2021 https://t.co/zKn3ZpthmC
1362020433747394567,2021-02-17 12:45:51,Leveraging the power of technology for good governance. #NTLF2021 https://t.co/4dKsV7Mswj
1362020331058327553,2021-02-17 12:45:26,Imprint of India's IT industry is global. #NTLF2021 https://t.co/TbLBU112ry
1362020237466550280,2021-02-17 12:45:04,"When the chips were down, your code kept things running! #NTLF2021 https://t.co/tgRRbNkQUW"
1361997490677903360,2021-02-17 11:14:41,Inaugurating important projects relating to Aatmanirbharta in the energy sector. https://t.co/wEW11egO7j
1361936556974477314,2021-02-17 07:12:33,Speaking at #NTLF2021. Watch. https://t.co/PEii3F8mOP
1361866114590941186,2021-02-17 02:32:38,Greetings to Telangana CM KCR Garu on his birthday. Praying for his long and healthy life.
1361710755737837572,2021-02-16 16:15:18,"Yet another step towards becoming Aatmanirbhar in the energy sector! 

At 4:30 PM tomorrow, will dedicate to the na… https://t.co/d95K8gmA8X"
1361710503966298112,2021-02-16 16:14:18,"At 12:30 PM tomorrow, 17th February, will be speaking at the @nasscom Technology and Leadership Forum. This is a vi… https://t.co/KZFzVPjb2g"
1361698207781240839,2021-02-16 15:25:26,रोगों से मुक्त और मानसिक रूप से सशक्त नागरिक भारत को नई ऊंचाइयों पर ले जाएंगे। https://t.co/nqclOCeC7N
1361698097118773250,2021-02-16 15:25:00,"India is honoured to do whatever required to create a healthy planet, with a focus on overall wellness in addition… https://t.co/iXQVQJ1GSC"
1361698005322264582,2021-02-16 15:24:38,"India’s human centric approach is based on a healthy balance among:

Welfare. 

Well-being. 

Wealth. https://t.co/LjnHQ7dSZE"
1361679865561436163,2021-02-16 14:12:33,Pleased to meet with COP26 President-designate @AlokSharma_RDG today. We discussed India-UK cooperation on climate… https://t.co/vSdpPeF7Sk
1361670863754567680,2021-02-16 13:36:47,छोटे और सीमांत किसानों के जीवन में समृद्धि और खुशहाली लाने के लक्ष्य के साथ आज सरकार कृषि क्षेत्र में अनेक महत्वपू… https://t.co/xBL1C3bbxG
1361670778354364420,2021-02-16 13:36:26,"उत्तर प्रदेश में जिस प्रकार आज आधुनिक इंफ्रास्ट्रक्चर पर काम चल रहा है, उससे राज्य में उद्योग लगाने के लिए देश और… https://t.co/iN9h5ij6h0"
1361670712122101763,2021-02-16 13:36:11,"इतिहास की किताबों में भले ही महाराजा सुहेलदेव के शौर्य और पराक्रम को सही स्थान नहीं मिला, लेकिन पूर्वांचल की लोकगा… https://t.co/af7iUCtYQ4"
1361641852596744197,2021-02-16 11:41:30,Celebrating 75 years of Shri Ram Chandra Mission. https://t.co/fYQ2ViZRoR
1361585116548452355,2021-02-16 07:56:03,"This evening, will address a programme to mark 75 years of the Shri Ram Chandra Mission. The Mission is at the fore… https://t.co/0M7rebYvcm"
1361566156054757379,2021-02-16 06:40:42,Justice (Retd.) M. Rama Jois was a towering intellectual and jurist. He was admired for his rich intellect and cont… https://t.co/iKnLGAwM1d
1361553716927557632,2021-02-16 05:51:17,A tribute to the great Maharaja Suheldev. https://t.co/emgua921lP
1361514570649456640,2021-02-16 03:15:44,"Good initiative to showcase India’s talent, traditions and toys. https://t.co/2V9dC83HkL"
1361514374083485696,2021-02-16 03:14:57,बसंत पंचमी और सरस्वती पूजा के पावन अवसर पर आप सभी को हार्दिक शुभकामनाएं।
1361292436480266248,2021-02-15 12:33:03,Handed over a Chadar that would be offered at the Ajmer Sharif Dargah on the 809th Urs of Khwaja Moinuddin Chisti. https://t.co/DHa1f5p0kk
1361220025357508612,2021-02-15 07:45:18,These reforms demonstrate our commitment to improving ease of doing business in India by deregulation.… https://t.co/qc9dQw3osx
1361219820105003010,2021-02-15 07:44:30,India’s farmers will also be benefited by leveraging the potential of geo-spatial &amp; remote sensing data.  Democrati… https://t.co/E7YK3awyR4
1361219523429326851,2021-02-15 07:43:19,"The reforms will unlock tremendous opportunities for our country’s start-ups, private sector, public sector and res… https://t.co/dKYCZ2XUuW"
1361219135473025024,2021-02-15 07:41:46,Our government has taken a decision that will provide a huge impetus to Digital India. Liberalising policies govern… https://t.co/SddaHM77Nn
1361146907549179904,2021-02-15 02:54:46,"Through inspiring examples, January’s #MannKiBaat highlighted diverse topics ranging from art, culture, tourism and… https://t.co/FWBiCYsME0"
1361146670948487168,2021-02-15 02:53:49,"My visit to Tamil Nadu was memorable.

Have a look at some of the highlights from yesterday. https://t.co/foTTAu7BRl"
1361146507966185482,2021-02-15 02:53:11,Happy to have inaugurated development works that will have a positive impact in the lives of Kerala's wonderful cit… https://t.co/c5Pb1l5Wkj
1360999601285730304,2021-02-14 17:09:25,"After decades, a long-standing demand of the Devendrakula Velalar community has been fulfilled. https://t.co/NGGeadIcj2"
1360997820929503232,2021-02-14 17:02:21,The Government of India will always protect the rightful interests of India’s fishermen. https://t.co/SqES9JD6md
1360997233588539393,2021-02-14 17:00:01,Creating a prosperous Blue Economy in order to realise the dream of Aatmanirbhar Bharat. https://t.co/vFMPtNX0xh
1360997112704503808,2021-02-14 16:59:32,NDA Government will always work for the well-being of those Indians working in the Gulf. https://t.co/jPEfVFSpUg
1360936595751272453,2021-02-14 12:59:04,It was an honour to interact with respected Bangaru Adigalar Ji in Chennai earlier today. His efforts to serve soci… https://t.co/mzopb1bvhF
1360919592772714504,2021-02-14 11:51:30,An interesting project that will further effective usage of water resources in Tamil Nadu. It will especially benef… https://t.co/fUH75dWacm
1360919515249471488,2021-02-14 11:51:11,Discovery Campus of IIT-Madras will enable the culture of research and innovation to flourish. https://t.co/rvnIaYQXOQ
1360919421976469506,2021-02-14 11:50:49,The Chennai Metro furthers comfort and convenience for people of this dynamic city. https://t.co/hE5Kh3pgEz
1360919336878284804,2021-02-14 11:50:29,Quicker movement of freight is good news for the world of commerce. https://t.co/kuFBOC14EB
1360919211753766912,2021-02-14 11:49:59,"Tamil Nadu is emerging as a tank production hub. From Tamil Nadu, the movement towards a modernised and self-relian… https://t.co/smyzpU5efr"
1360908569139236868,2021-02-14 11:07:41,"My speech at a programme in Kochi, Kerala. https://t.co/6uPmgDtThd"
1360872166175113217,2021-02-14 08:43:02,Caught a fleeting view of an interesting test match in Chennai. 🏏 🇮🇳 🏴󠁧󠁢󠁥󠁮󠁧󠁿 https://t.co/3fqWCgywhk
1360865603901390853,2021-02-14 08:16:58,"A special day in our journey to become Aatmanirbhar in the defence sector. 

Arjun Main Battle Tank (MK-1A) was han… https://t.co/gOxF0UFR8x"
1360858210966663168,2021-02-14 07:47:35,"Thank you Chennai! 

Overwhelmed by the affectionate welcome. https://t.co/IKMzIUxNw9"
1360845731322425344,2021-02-14 06:58:00,Development works that will help all sections of society. Watch from Chennai. https://t.co/b9QNo77Buw
1360779559415795719,2021-02-14 02:35:03,Leaving for Chennai and Kochi. https://t.co/bSImPnGphD
1360595210187673600,2021-02-13 14:22:31,കേരളത്തിലെ ജനങ്ങൾക്കിടയിലേയ്ക്ക്  എത്തുന്നത്  ഞാൻ ഉറ്റു നോക്കുകയാണ്.
1360595181620191241,2021-02-13 14:22:24,പ്രാദേശിക അടിസ്ഥാന സൗകര്യങ്ങൾ മെച്ചപ്പെടുത്തുന്നതിനും വാണിജ്യം അഭിവൃദ്ധിപ്പെടുത്തുന്നതിനും സംസ്ഥാനത്തെ യുവാക്കൾക്ക്… https://t.co/CKlBrl5Bsh
1360594692245626882,2021-02-13 14:20:27,பல்வேறு திட்டங்களைத் தொடங்கி வைக்கும் ஒரு நிகழ்ச்சியில் கலந்துகொள்வதற்காக நாளை நான்  சென்னையில் இருப்பேன்.  நீர்ப்… https://t.co/WEonc7o7lT
1360594492001198088,2021-02-13 14:19:40,"Tomorrow, 14th February, will be in Chennai (Tamil Nadu) and Kochi (Kerala). Numerous development works would be la… https://t.co/PQN1x4ODiF"
1360593897542483969,2021-02-13 14:17:18,This speech by FM @nsitharaman Ji gives a comprehensive view on aspects relating to the Budget. She talks about how… https://t.co/Om866FCawj
1360593365742460934,2021-02-13 14:15:11,"A wonderful speech by Home Minister Shri @AmitShah in the Lok Sabha. Extensive in detail and rich in content, it hi… https://t.co/eHylfBHclM"
1360425373763162112,2021-02-13 03:07:39,Happy World Radio Day! Greetings to all radio listeners and kudos to all those who keep the radio buzzing with inno… https://t.co/eels6E3iBj
1360220777996517378,2021-02-12 13:34:39,Met newly elected @BJP4India Rajya Sabha MPs. Wished them the very best for their Parliamentary innings. https://t.co/LQIvRi9vaQ
1359824451303481345,2021-02-11 11:19:48,"दीनदयाल जी के पास क्या था, कुछ नहीं था।

वे अनिकेत थे, अकिंचन थे, न घर था, न धन था, लेकिन हमारे दिलों में आज भी हैं… https://t.co/xkcMTIrxzn"
1359824354184368131,2021-02-11 11:19:25,"मैं अपने सभी सांसदों से यह आग्रह करूंगा... 

 #SamarpanDiwas https://t.co/jUdVYRSS4s"
1359824257404968961,2021-02-11 11:19:01,"हमारी विचारधारा देशभक्ति से शुरू होती है, देशभक्ति से प्रेरित होती है और देशहित में होती है। हम उसी विचारधारा में प… https://t.co/XRbgJCRI0b"
1359824172805857287,2021-02-11 11:18:41,"कोरोना काल में देश ने अंत्योदय की भावना को सामने रखा और अंतिम पायदान पर खड़े हर गरीब की चिंता की।

आत्मनिर्भरता की… https://t.co/u1zsUvONZb"
1359824084507316224,2021-02-11 11:18:20,"हमारे यहां कहा जाता है- स्वदेशे पूज्यते राजा विद्वान सर्वत्र पूज्यते।

दीनदयाल जी इस विचार के साक्षात उदाहरण हैं।… https://t.co/1XEutQcBMu"
